FID,COUNT,LISTED_TAX,SCIENTIFIC,COMMON_NAM,Shape__Area,Shape__Length
1480,6,"942
744
1935
225
85104
96","Erythrotriorchis radiatus
Lathamus discolor
Philoria kundagungan
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae","Red Goshawk
Swift Parrot
Mountain Frog
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila",994410293.039063,226291.909385968
1481,8,"847
942
82338
744
85104
1656
1765
1767","Numenius madagascariensis
Erythrotriorchis radiatus
Anthochaera phrygia
Lathamus discolor
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Delma torquata
Chelonia mydas
Lepidochelys olivacea","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Regent Honeyeater
Swift Parrot
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Adorned Delma, Collared Delma
Green Turtle
Olive Ridley Turtle, Pacific Ridley",104882540.550781,47386.6786799005
1482,8,"847
942
82338
744
19162
85104
331
1656","Numenius madagascariensis
Erythrotriorchis radiatus
Anthochaera phrygia
Lathamus discolor
Rhodomyrtus psidioides
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Delma torquata","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Regent Honeyeater
Swift Parrot
Native Guava
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], W",139642112.128906,47352.4271880908
1483,8,"847
942
82338
85104
331
66240
1765
1767","Numenius madagascariensis
Erythrotriorchis radiatus
Anthochaera phrygia
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Hippocampus whitei
Chelonia mydas
Lepidochelys olivacea","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Regent Honeyeater
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
White's Sea",239397852.960938,94852.25664433
1484,8,"847
942
64384
85104
331
185
1765
1767","Numenius madagascariensis
Erythrotriorchis radiatus
Cophixalus monticola
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Pteropus conspicillatus
Chelonia mydas
Lepidochelys olivacea","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Mountain-top Nursery-frog
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Spe",96927725.6699219,45484.0072439198
1485,8,"847
942
85104
331
66240
1765
1767
68751","Numenius madagascariensis
Erythrotriorchis radiatus
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Hippocampus whitei
Chelonia mydas
Lepidochelys olivacea
Carcharias taurus (east coast population)","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
White's Seahorse, Crowned Sea",856983235.816406,267927.939295373
1486,6,"83091
331
1765
1767
1115
60756","Trichosurus vulpecula arnhemensis
Dasyurus hallucatus
Chelonia mydas
Lepidochelys olivacea
Aipysurus apraefrontalis
Pristis pristis","Northern Brushtail Possum
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle
Short-nosed Seasnake
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sa",1219482969.64258,328896.553971486
1487,6,"59523
934
16916
64939
82696
229","Zanda latirostris
Leipoa ocellata
Andersonia axilliflora
Persoonia micranthera
Banksia montana
Setonix brachyurus","Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Malleefowl
Giant Andersonia
Small-flowered Snottygobble
Stirling Range Dryandra
Quokka",262746634.136719,73858.0198773687
1488,6,"59523
934
16916
64939
294
229","Zanda latirostris
Leipoa ocellata
Andersonia axilliflora
Persoonia micranthera
Myrmecobius fasciatus
Setonix brachyurus","Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Malleefowl
Giant Andersonia
Small-flowered Snottygobble
Numbat
Quokka",37535217.6484375,24619.3333320823
1489,6,"59523
934
22
330
25911
1765","Zanda latirostris
Leipoa ocellata
Neophoca cinerea
Dasyurus geoffroii
Pseudocheirus occidentalis
Chelonia mydas","Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Malleefowl
Australian Sea-lion, Australian Sea Lion
Chuditch, Western Quoll
Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit
Green Turtle",293118350.070313,136664.840221335
1490,6,"59523
847
934
330
25911
1765","Zanda latirostris
Numenius madagascariensis
Leipoa ocellata
Dasyurus geoffroii
Pseudocheirus occidentalis
Chelonia mydas","Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Eastern Curlew, Far Eastern Curlew
Malleefowl
Chuditch, Western Quoll
Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit
Green Turtle",295015847.097656,101769.116990193
1491,6,"59523
847
934
22
330
1765","Zanda latirostris
Numenius madagascariensis
Leipoa ocellata
Neophoca cinerea
Dasyurus geoffroii
Chelonia mydas","Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Eastern Curlew, Far Eastern Curlew
Malleefowl
Australian Sea-lion, Australian Sea Lion
Chuditch, Western Quoll
Green Turtle",110310814.453125,59815.9734844162
1492,6,"59523
847
22
330
25911
1765","Zanda latirostris
Numenius madagascariensis
Neophoca cinerea
Dasyurus geoffroii
Pseudocheirus occidentalis
Chelonia mydas","Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Eastern Curlew, Far Eastern Curlew
Australian Sea-lion, Australian Sea Lion
Chuditch, Western Quoll
Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit
Green Turtle",146446344.960938,74885.8985165913
1493,7,"1001
59523
82674
26181
330
229
25911","Botaurus poiciloptilus
Zanda latirostris
Engaewa pseudoreducta
Anstisia alba
Dasyurus geoffroii
Setonix brachyurus
Pseudocheirus occidentalis","Australasian Bittern
Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Margaret River Burrowing Crayfish
White-bellied Frog, Creek Frog
Chuditch, Western Quoll
Quokka
Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",112360304.382813,49182.5539576794
1494,7,"1001
59523
934
654
22
330
229","Botaurus poiciloptilus
Zanda latirostris
Leipoa ocellata
Atrichornis clamosus
Neophoca cinerea
Dasyurus geoffroii
Setonix brachyurus","Australasian Bittern
Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Malleefowl
Noisy Scrub-bird, Tjimiluk
Australian Sea-lion, Australian Sea Lion
Chuditch, Western Quoll
Quokka",226641464.488281,60541.9117700142
1495,7,"1001
59523
934
22
330
25911
1765","Botaurus poiciloptilus
Zanda latirostris
Leipoa ocellata
Neophoca cinerea
Dasyurus geoffroii
Pseudocheirus occidentalis
Chelonia mydas","Australasian Bittern
Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Malleefowl
Australian Sea-lion, Australian Sea Lion
Chuditch, Western Quoll
Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit
Green Turtle",255810237.984375,108166.636532446
1496,7,"1001
59523
847
330
229
25911
1765","Botaurus poiciloptilus
Zanda latirostris
Numenius madagascariensis
Dasyurus geoffroii
Setonix brachyurus
Pseudocheirus occidentalis
Chelonia mydas","Australasian Bittern
Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Eastern Curlew, Far Eastern Curlew
Chuditch, Western Quoll
Quokka
Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit
Green Turtle",111379361.59375,48947.471479145
1497,7,"1001
59523
847
82674
330
25911
1765","Botaurus poiciloptilus
Zanda latirostris
Numenius madagascariensis
Engaewa pseudoreducta
Dasyurus geoffroii
Pseudocheirus occidentalis
Chelonia mydas","Australasian Bittern
Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Eastern Curlew, Far Eastern Curlew
Margaret River Burrowing Crayfish
Chuditch, Western Quoll
Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit
Green Turtle",37226879.046875,24508.5391916987
1498,7,"1001
59523
847
934
330
25911
1765","Botaurus poiciloptilus
Zanda latirostris
Numenius madagascariensis
Leipoa ocellata
Dasyurus geoffroii
Pseudocheirus occidentalis
Chelonia mydas","Australasian Bittern
Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Eastern Curlew, Far Eastern Curlew
Malleefowl
Chuditch, Western Quoll
Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit
Green Turtle",295936235.425781,88724.9390494374
1499,7,"1001
59523
847
934
22
330
1765","Botaurus poiciloptilus
Zanda latirostris
Numenius madagascariensis
Leipoa ocellata
Neophoca cinerea
Dasyurus geoffroii
Chelonia mydas","Australasian Bittern
Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Eastern Curlew, Far Eastern Curlew
Malleefowl
Australian Sea-lion, Australian Sea Lion
Chuditch, Western Quoll
Green Turtle",109924066.746094,50630.5408816502
1500,6,"942
744
19162
225
85104
331","Erythrotriorchis radiatus
Lathamus discolor
Rhodomyrtus psidioides
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus","Red Goshawk
Swift Parrot
Native Guava
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",242812605.816406,83260.2063600608
1501,6,"942
744
19162
225
85104
1656","Erythrotriorchis radiatus
Lathamus discolor
Rhodomyrtus psidioides
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Delma torquata","Red Goshawk
Swift Parrot
Native Guava
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Adorned Delma, Collared Delma",69821055.984375,36220.4792825591
1502,6,"942
744
19162
225
85104
96","Erythrotriorchis radiatus
Lathamus discolor
Rhodomyrtus psidioides
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae","Red Goshawk
Swift Parrot
Native Guava
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila",71599572.2578125,35127.6950449187
1503,6,"942
744
19162
1935
225
85104","Erythrotriorchis radiatus
Lathamus discolor
Rhodomyrtus psidioides
Philoria kundagungan
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Red Goshawk
Swift Parrot
Native Guava
Mountain Frog
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",352537639.792969,133217.803305874
1504,6,"942
85104
331
185
1765
1767","Erythrotriorchis radiatus
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Pteropus conspicillatus
Chelonia mydas
Lepidochelys olivacea","Red Goshawk
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Spectacled Flying-fox
Green Turtle
Olive Ridley Turtle, Pacific",419030251.894531,159486.13403594
1505,6,"942
19162
85104
331
1765
1767","Erythrotriorchis radiatus
Rhodomyrtus psidioides
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Chelonia mydas
Lepidochelys olivacea","Red Goshawk
Native Guava
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Olive Ridley Turtle, Pacific Ridley Tu",68733476.9023438,35829.6835536749
1506,6,"942
83091
331
1765
1767
1115","Erythrotriorchis radiatus
Trichosurus vulpecula arnhemensis
Dasyurus hallucatus
Chelonia mydas
Lepidochelys olivacea
Aipysurus apraefrontalis","Red Goshawk
Northern Brushtail Possum
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle
Short-nosed Seasnake",671832019.722656,260401.482354778
1507,8,"847
942
19162
85104
331
1765
1767
68751","Numenius madagascariensis
Erythrotriorchis radiatus
Rhodomyrtus psidioides
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Chelonia mydas
Lepidochelys olivacea
Carcharias taurus (east coast population)","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Native Guava
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Oli",34402856.5820313,23493.7939549109
1508,8,"847
942
19162
85104
66240
1765
1767
68751","Numenius madagascariensis
Erythrotriorchis radiatus
Rhodomyrtus psidioides
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Hippocampus whitei
Chelonia mydas
Lepidochelys olivacea
Carcharias taurus (east coast population)","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Native Guava
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
White's Seahorse, Crowned Seahorse, Sydney Seahorse
Green Turtle
Olive Ridley Turtle, Pacific Rid",34345174.7539063,23473.0673640553
1509,8,"847
942
83091
331
83161
1765
1767
60756","Numenius madagascariensis
Erythrotriorchis radiatus
Trichosurus vulpecula arnhemensis
Dasyurus hallucatus
Bellatorias obiri
Chelonia mydas
Lepidochelys olivacea
Pristis pristis","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Northern Brushtail Possum
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Arnhem Land Egernia
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle
Freshwater Sawfish, Larg",63465041.1738281,45068.544781425
1510,8,"847
942
83091
331
1765
1767
1115
60756","Numenius madagascariensis
Erythrotriorchis radiatus
Trichosurus vulpecula arnhemensis
Dasyurus hallucatus
Chelonia mydas
Lepidochelys olivacea
Aipysurus apraefrontalis
Pristis pristis","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Northern Brushtail Possum
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle
Short-nosed Seasnake
Freshwater Sawfish, Lar",160398492.607422,67973.8256991643
1511,9,"1001
82338
744
19162
85104
96
66240
1765
68751","Botaurus poiciloptilus
Anthochaera phrygia
Lathamus discolor
Rhodomyrtus psidioides
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae
Hippocampus whitei
Chelonia mydas
Carcharias taurus (east coast population","Australasian Bittern
Regent Honeyeater
Swift Parrot
Native Guava
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila
White's Seahorse, Crowned Seahorse, Sydney Seahorse
Green Turtle
",549862828.222656,342295.418180727
1512,7,"82338
744
19162
1935
225
85104
96","Anthochaera phrygia
Lathamus discolor
Rhodomyrtus psidioides
Philoria kundagungan
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae","Regent Honeyeater
Swift Parrot
Native Guava
Mountain Frog
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila",178692712.519531,59078.1407340997
1513,7,"1001
82338
744
225
85104
96
1765","Botaurus poiciloptilus
Anthochaera phrygia
Lathamus discolor
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae
Chelonia mydas","Australasian Bittern
Regent Honeyeater
Swift Parrot
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila
Green Turtle",485766762.46875,147512.263105808
1514,7,"1001
82338
744
225
85104
96
64545","Botaurus poiciloptilus
Anthochaera phrygia
Lathamus discolor
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae
Wollemia nobilis","Australasian Bittern
Regent Honeyeater
Swift Parrot
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila
Wollemi Pine",148541494.863281,60079.4194880467
1515,7,"1001
82338
744
96
66240
1765
68751","Botaurus poiciloptilus
Anthochaera phrygia
Lathamus discolor
Pseudomys novaehollandiae
Hippocampus whitei
Chelonia mydas
Carcharias taurus (east coast population)","Australasian Bittern
Regent Honeyeater
Swift Parrot
New Holland Mouse, Pookila
White's Seahorse, Crowned Seahorse, Sydney Seahorse
Green Turtle
Grey Nurse Shark (east coast population)",36722520.6523438,24327.3099866711
